Flag,Nombre,Direcciones,MAC,Tips,Mapas,Servicios caidos,Notas
activo,DSLAM ADELFAS 1,10.15.3.7,00:B5:26:01:01:EC,Inyector DSLAM,Adelfas 1,,Nota
activo,Villaralto - R.Lev,10.22.34.11,04:18:D6:2E:01:F3,NanoBridge M5 oeste,Villaralto,,
activo,R.Lev - Villaralto,10.22.34.12,04:18:D6:2E:03:93,NanoBridge M5 oeste,Villaralto,,
activo,R.C TorreMares,10.161.15.8,00:23:CD:D3:6B:C7,Fallo red,TMares,,
activo,MKT Costamanga,10.255.255.133,4C:5E:0C:CF:FB:00,MikroTik Device,CostaManga,,
activo,MKT Los Nietos,10.255.255.77,4C:5E:0C:E3:45:9C,MikroTik Device,Nietos,,
activo,E.B. Los Nietos - Club N. Los Nietos,10.255.77.30,4C:5E:0C:66:CB:66,SXT mikrotik,Nietos,,
activo,Nietos - Mar Mayor,10.255.77.106,04:18:D6:E8:0A:49,PTP Ubiquiti 5AC,Nietos,,
activo,Nietos - Castillo 3,10.255.77.114,04:18:D6:E8:0C:C4,PTP Ubiquiti 5AC,Nietos,,
activo,Nietos - Restaurante,10.255.77.130,04:18:D6:E8:0A:D9,PTP Ubiquiti 5AC,Nietos,,
activo,Nietos - Mares2,10.77.9.119,04:18:D6:E8:0C:63,PTP Ubiquiti 5AC,Nietos,,
activo,Nietos - Ribera Beach,10.255.77.138,04:18:D6:A4:25:14,PTP Ubiquiti 5AC,Nietos,,
activo,"M,Mayor - Nietos",10.255.77.107,04:18:D6:A4:55:7C,PTP Ubiquiti 5AC,CostaManga,,
activo,MKT Arcosur,10.255.255.7,"4C:5E:0C:E8:5A:D5, 4C:5E:0C:E8:5A:DC",MikroTik Device,Arcosur,,
activo,AP-Mar Mayor NO,10.132.14.254,D4:CA:6D:8D:49:94,,HotSpot EM,,
activo,AP-Mar Mayor NE,10.132.15.254,Routerboar:8F:7E:D5,,HotSpot EM,,
activo,AP-Mar Mayor Sur,10.132.16.254,D4:CA:6D:8D:49:8C,,HotSpot EM,,
activo,MKT C78 Rte Villas,10.255.255.78,4C:5E:0C:C5:D9:57,MikroTik Device,Villas,,
activo,Check 2 Opalo,10.131.11.8,A0:F3:C1:F6:1B:B1,Fallo red,CostaManga,,
activo,Check 1 Opalo 1,10.131.20.8,F4:EC:38:BA:FB:3B,Fallo red,CostaManga,,
activo,MKT Opalo,10.255.255.131,4C:5E:0C:3C:FE:45,MikroTik Device,CostaManga,,
activo,MKT Nautico 2,10.255.255.122,,MikroTik Device,Nautico,,
activo,MKT Nautico 1,10.255.255.121,,MikroTik Device,Nautico,,
activo,FA Ferre - FA Centro1,10.33.20.2,24:A4:3C:D6:D3:BC,NanoBridge M5 oeste,F. Alamo,,
activo,FA Ferre - Fa Centro 2,10.33.30.2,04:18:D6:2E:E7:2F,NanoBridge M5 oeste,F. Alamo,,
activo,Villaralto - cormoran,10.255.22.26,IntracomS.:6C:8B:F3,PTP800,Villaralto,,
activo,MKT C171 vaporeto,10.255.255.171,4C:5E:0C:B8:F0:07,MikroTik Device,Vaporeto,,
activo,MKT C172 cormoran,10.255.255.172,,CCR1009-8G-1S,Cormoran,,
activo,Cormran 5,10.39.23.9,WIRELESSMA:15:24:1D,Inyector DSLAM,Cormoran,,Dslam 24 SINO
activo,AP Cormoran Plaza 5,10.173.14.11,D4:CA:6D:F7:AF:EA,,HotSpot EM,,
activo,AP Cormoran 3 Omni,10.172.14.254,D4:CA:6D:F7:AE:08,,HotSpot EM,,
activo,AP Cormoran Plaza 3-1,10.172.24.254,D4:CA:6D:EF:52:68,,HotSpot EM,,
activo,AP Cormoran Plaza 3-4,10.172.25.254,D4:CA:6D:06:7D:E4,,HotSpot EM,,
activo,AP Cormoran 5 Sur,10.173.13.11,Routerboar:8F:7E:DD,,HotSpot EM,,
activo,MKT C173 cormoran5,10.255.255.173,,MikroTik Device,Cormoran,,
activo,Check Cormoran5,10.173.20.8,00:1D:7E:FF:61:A3,Fallo red,Cormoran,,
activo,Cormoran5 - Venecia Azul,10.255.136.2,04:18:D6:F2:21:00,NanoBridge M5 este,Cormoran,,Antigua IP: 10.255.173.5
activo,Check Cormoran3 arriba,10.172.10.7,F8:D1:11:35:39:2B,Fallo red,Cormoran,,
activo,MKT C2 Sancty,10.255.255.202,,CCR1009-8G-1S,Sancty,,
activo,Check sancty,10.255.2.35,F8:D1:11:3C:D4:59,Fallo red,Sancty,,
activo,MKT C229 Agromediterranea,10.255.255.229,,MikroTik Device,Agromed,,
activo,AP-Pozo Estrecho - Pepe Ingles,10.119.15.12,D4:CA:6D:F7:AF:D6,,HotSpot EM,,
activo,PTP AC C128 - C192,10.255.192.124,04:18:D6:A4:49:6E,PTP Ubiquiti 5AC,Camachos,,SSID - C19_21-C12         OBTIENE IP DEL AC DE PARQUE MEDITERRANEO
activo,Camachos Torre - Novogenio,10.255.128.18,04:18:D6:AE:F5:79,PTP Ubiquiti 5AC,Camachos,,
activo,Comyr - Agumar,10.10.14.11,DC:9F:DB:0A:0C:FE,PTP Ubiquiti 30d,Clientes PTP,,"SSID PtP COMYR: C10oct9030, Puerto 4 SWITCH POE"
activo,Agumar - Comyr,10.10.14.12,DC:9F:DB:0A:09:62,PTP Ubiquiti 30d,Clientes PTP,,
activo,10490 Bel Composite - Los Pesetos,10.101.14.12,04:18:D6:40:E0:22,PTP Ubiquiti 30d,Clientes PTP,,
activo,Mecanizados - Comyr,10.10.33.12,DC:9F:DB:EC:17:9F,PTP Ubiquiti 30d,Clientes PTP,,
activo,Comyr - Antonio Nicolas,10.10.28.12,00:27:22:7C:22:DF,PTP Ubiquiti 30d,Clientes PTP,,"SSID: C10sep12884, Puerto 18 SWITCH POE"
activo,Antonio Nicolas- Comyr,10.10.28.11,04:18:D6:26:2F:DF,PTP Ubiquiti 30d,Clientes PTP,,
activo,Semilleros Jimenado  - Comyr,10.10.32.14,04:18:D6:F2:DA:EE,PTP Ubiquiti 30d,Clientes PTP,,
activo,Comyr - Mecanizados,10.10.33.11,04:18:D6:24:0D:21,PTP Ubiquiti 30d,Clientes PTP,,"SSID:  C10ago3291, Puerto 23 SWITCH POE"
activo,Comyr - SemJim,10.10.32.12,04:18:D6:26:33:BC,PTP Ubiquiti 30d,Clientes PTP,,"SSID C10ago79, Puerto 22 SWITCH POE"
activo,Central - NX3,10.10.27.11,24:A4:3C:D6:D5:B8,PTP Ubiquiti 30d,Clientes PTP,,"SSID:   C10oct10846, Puerto 17 SWITCH POE"
activo,NX3 - Central,10.10.27.12,04:18:D6:24:AA:E4,PTP Ubiquiti 30d,Clientes PTP,,"10846 NX3, Energi Word 968.878.406"
activo,12225 JGS - Comyr,10.10.12.11,04:18:D6:54:2F:89,PTP Ubiquiti 30d,Clientes PTP,,
activo,Comyr - 12225 JGS,10.10.12.12,04:18:D6:38:4F:A6,PTP Ubiquiti 30d,Clientes PTP,,Puerto 2 SWITCH POE
activo,H. Ingles - Comyr,10.10.15.12,24:A4:3C:8E:09:29,PTP Ubiquiti 30d,Clientes PTP,,
activo,Comyr - H. Ingles,10.10.15.11,24:A4:3C:F6:77:ED,PTP Ubiquiti 30d,Clientes PTP,,Puerto 5 SWITCH POE
activo,C192 -C128,10.255.192.122,04:18:D6:AE:F6:A5,PTP Ubiquiti 5AC,Beaza,,
activo,AF Mediterraneo - Central,169.254.2.120,02:27:22:DA:8F:D8,airFiber,Beaza,,
activo,Mediterraneo Omni,10.192.13.254,D4:CA:6D:EF:52:72,,HotSpot EM,,
activo,Mediterraneo Cines,10.192.12.254,D4:CA:6D:B9:75:0E,,HotSpot EM,,
activo,Mediterraneo Gasolinera,10.192.11.254,D4:CA:6D:8D:49:8E,,HotSpot EM,,
activo,C1 - 2537 (DESMONTAR!!!!),10.1.25.11,24:A4:3C:D6:D7:04,PTP Ubiquiti 30d,Central ...,,
activo,Fallo 220 Vaporeto,10.39.10.8,C0:4A:00:05:80:DB,Fallo red,Vaporeto,,Luismi - Desactivado monitorización. Hay que ir y sustituir router check. Hay aviso puesto.
activo,Cormoran3 - Vaporeto,10.255.171.4,04:18:D6:AE:F7:DA,NanoBridge M5 este,Cormoran,,
activo,Vaporeto Cormoran,10.255.171.6,04:18:D6:AE:F6:B2,NanoBridge M5 este,Vaporeto,,
activo,Check Castillo 3 Abajo,10.153.17.8,A0:F3:C1:F6:1D:A1,Fallo red,Castillos,,SAI  Salicru - Dslam
activo,Vaporeto - Mar Azul,10.255.171.14,04:18:D6:AE:F8:09,NanoBridge M5 este,Vaporeto,,
activo,MKT 165 Mar Azul,10.255.255.165,4C:5E:0C:3C:FD:D9,MikroTik Device,Vaporeto,,
activo,Check Mar Azul abajo,10.165.17.8,00:23:CD:C3:B6:BB,Fallo red,Vaporeto,,
activo,14614 - SW Mar Azul,10.165.20.11,04:18:D6:07:97:7D,Sw Ubiquiti 8,Vaporeto,,
activo,Mar Azul  - Puerta Mediterraneo,10.255.134.4,04:18:D6:A4:28:04,NanoBridge M5 este,Vaporeto,,
activo,Mar Azul  - Vaporeto,10.255.171.13,04:18:D6:AE:F6:67,NanoBridge M5 este,Vaporeto,,
activo,MKT C212 Playa Blanca,10.255.255.212,,MikroTik Device,P.Blanca,,
activo,Fallo red 2,10.212.16.10,D4:CA:6D:E2:1E:0A,Wifi Hotspot,P.Blanca,,Sai Salicru ???
activo,Inyector Dslam 24,10.212.16.9,WIRELESSMA:15:24:6B,Inyector DSLAM,P.Blanca,,Dslam mod:
activo,Fallo Red 1,10.212.20.8,94:0C:6D:F7:BB:65,Fallo red,P.Blanca,,Playa Blanca Riti abajo
activo,Base 312 2,10.212.13.10,68:72:51:06:CA:47,Sectorial Ubiquiti,P.Blanca,,
activo,Playa Blanca - C. Azul,10.255.212.6,04:18:D6:34:A8:31,NanoBridge M5 este,P.Blanca,,
activo,Base 312 1,10.212.12.10,68:72:51:06:C4:F5,Omni Ubiquiti,P.Blanca,,
activo,13957 - SW 1 Playa Blanca,10.212.20.11,04:18:D6:07:49:95,Sw Ubiquiti 8,P.Blanca,,"gestiona@fraciscomartinez.net, Portero Dioni 628447461"
activo,Playa Blanca - Medite,10.255.134.18,24:A4:3C:F2:AB:C8,PTP Ubiquiti 30d,P.Blanca,,
activo,Check Castillo2 Arriba,10.152.20.8,94:0C:6D:F7:BA:89,Fallo red,Castillos,,
activo,Mikrotik Reina,10.255.255.141,4C:5E:0C:ED:9D:56,MikroTik Device,Reina,,El Airfiber está conectado a la boca 10.
activo,C23 Esc3 - Alcazaba,10.255.141.102,04:18:D6:F2:20:53,PTP Ubiquiti 30d,Reina,,Juan: Antena colocada en escalera 3 en el mástil de la TV.
activo,C23 - CST1 (AC),10.255.141.2,04:18:D6:F2:1B:4D,PTP Ubiquiti 30d,Reina,,Juan: Antena instalada en Escalera 1
activo,Check Cormoran Abajo,10.39.23.8,D8:5D:4C:FE:A0:6B,Fallo red,Cormoran,,
activo,Check coromran3 Abajo,10.172.10.8,00:1D:7E:FF:81:E5,Fallo red,Cormoran,,
activo,Base 16 50,10.165.11.10,24:A4:3C:46:D4:6C,Omni Ubiquiti,Vaporeto,,
activo,HS Mar Azul Omni,10.165.12.11,4C:5E:0C:A2:D3:72,Wifi Hotspot,Vaporeto,,
activo,CLU4SECT01,10.4.18.10,04:18:D6:84:B4:56,Sectorial Titanium,Calvario..,,
activo,CLU4SECT02,10.4.19.10,04:18:D6:84:B4:51,Sectorial Titanium,Calvario..,,
activo,mkt oryx,10.6.35.39,DC:9F:DB:29:5E:5C,,La Hita,,
activo,HS Oryx,10.6.35.38,D4:CA:6D:06:7B:7C,Wifi HotSpot Omni,La Hita,,
desconocido,Inyector Oryx,,,,La Hita,,
desconocido,ROUTER ADSL PRUEBAS 1 - SNR100,10.240.63.111,,,pruebas,,
desconocido,ROUTER ADSL PRUEBAS 2 - SNR60,10.240.63.112,,,pruebas,,
desconocido,ROUTER ADSL PRUEBAS 3 - SNR30,10.240.63.113,,,pruebas,,
desconocido,DSLAM ADSL PRUEBAS,10.0.0.8,02:E6:9D:EF:E8:AC,Inyector DSLAM,pruebas,,
activo,Check Hawai 4 abajo,10.183.17.8,ZyGateComm:9C:85:9D,Fallo red,Hawai,,
activo,Fallo corriente,10.111.14.8,00:23:F8:05:AA:BF,Fallo red,Costazul,,
activo,MKT C3111 Costa Azul,10.255.255.111,,MikroTik Device,Costazul,,
activo,Check Puerta Medit. 2,10.134.16.8,D8:5D:4C:A3:FF:47,Fallo red,Puerta Medit.,,
activo,MKT Puertas Medit,10.255.255.134,,MikroTik Device,Puerta Medit.,,
activo,Check Pedruchillo arriba,10.182.10.9,00:23:CD:D2:BD:C3,Fallo red,Pedruch,,
activo,MKT-C382-Pedruchillo 1,10.255.255.182,,MikroTik Device,Pedruch,,
activo,Reina-NH2Mares,10.255.141.10,DC:9F:DB:2A:2F:89,NanoStation M5,Reina,,
activo,Base 343 1,10.141.31.10,DC:9F:DB:68:B7:B2,Omni Ubiquiti,Snipe,,
desconocido,Check Hawai 5 arriba,10.181.10.9,00:1D:7E:FF:C1:2D,Fallo red,Hawai,,
activo,MKT C381 Hawai5,10.255.255.181,,MikroTik Device,Hawai,,
activo,Hawai5 - Direcc Reina,10.255.181.18,24:A4:3C:F4:06:65,PTP Ubiquiti 30d,Hawai,,
activo,Dslam Sino 48,10.38.10.9,VoxpathNet:1A:48:22,Inyector DSLAM,Hawai,,
activo,Base 23.11,10.181.15.10,24:A4:3C:A8:77:AD,Omni Ubiquiti,Hawai,,
activo,11057 SW 1 Hawai5,10.181.10.11,DC:9F:DB:80:E8:C6,Sw Ubiquiti 5,Hawai,,"Portero Padre de carlos - Carlos 610263840, Presidente Patricio 627634229"
activo,Hawai5 - Pedruch,10.255.181.13,24:A4:3C:8A:A8:7D,PTP Ubiquiti 30d,Hawai,,Antigua IP - 10.255.182.4
activo,Mares2-Nietos,10.77.9.118,04:18:D6:AE:C9:BA,PTP Ubiquiti 5AC,Mares 2,,
activo,Base Om Mares 2-1,10.191.11.10,DC:9F:DB:36:4F:82,Omni Ubiquiti,Mares 2,,
activo,SW1 Mares 2-1,10.191.20.11,DC:9F:DB:80:E8:D5,Sw Ubiquiti 5,Mares 2,,
activo,Router Check Mares 2 Bloque 1 Arriba,10.191.20.8,ZyXELCommu:4E:20:8B,Fallo red,Mares 2,,Puerto acceso Router 8081
activo,MKT Castillo 1,10.255.255.151,,MikroTik Device,Castillos,,
activo,SW1 Mares 2-2,10.194.20.11,DC:9F:DB:28:7B:06,Sw Ubiquiti 5,Mares 2,,"Portero Dani 672.105.640, Tenemos las llaves."
activo,Router Check Mares 2 Bloque 2 Arriba,10.194.20.8,74:EA:3A:FB:32:CB,Fallo red,Mares 2,,Conectado a la boca de mantenimiento del switch
activo,EB C394 Mares 2-2,10.255.255.194,4C:5E:0C:DE:1F:A7,MikroTik Device,Mares 2,,(C392 -> C394)Se modifica el nombre de la EB debido a conflicto con la EB de Espacio mediterraneo que es C192 y entra en conflicto con las IPs de OSPF.
activo,Mares 2-2 a 2-1,10.255.191.14,00:27:22:E0:8C:B6,NanoBridge M5 norte,Mares 2,,
activo,DSLAN Mares2 Bloque 2 SINO24,10.194.14.9,WIRELESSMA:15:24:39,Inyector DSLAM,Mares 2,,
activo,Mares 2-1 a 2-2,10.255.191.13,04:18:D6:66:EB:CF,NanoBridge M5 sur,Mares 2,,
activo,Mares 2-2 a 2-3,10.255.194.5,04:18:D6:5C:62:C6,NanoBridge M5 sur,Mares 2,,
activo,HS Mares 2-1 Arriba Norte,10.191.12.254,4C:5E:0C:C2:88:CE,Wifi Hotspot,Mares 2,,
activo,EB C391 Mares 2-1,10.255.255.191,4C:5E:0C:DE:1F:C8,MikroTik Device,Mares 2,,
activo,Mares 2-3 a 2-2,10.255.194.6,04:18:D6:58:F6:91,NanoBridge M5 norte,Mares 2,,
activo,HS Mares 2-2 Arriba,10.194.13.254,D4:CA:6D:B9:75:0C,Wifi Hotspot,Mares 2,,
activo,DSLAM Sino,10.165.17.9,AarohiComm:05:48:34,Inyector DSLAM,Vaporeto,,
activo,Check Mar Azul arriba,10.165.20.207,ZyXELCommu:4D:7F:AB,Fallo red,Vaporeto,,
activo,C23 - LIBRE AC,10.255.141.18,04:18:D6:F2:1B:AD,PTP Ubiquiti 30d,Reina,,
activo,MKT C383 Hawai 4,10.255.255.183,4C:5E:0C:DC:F6:D5,MikroTik Device,Hawai,,
activo,MKT Castillo 2,10.255.255.152,,MikroTik Device,Castillos,,
activo,HS Mares 2-2 Abajo,10.194.14.254,4C:5E:0C:D6:58:8D,Wifi Hotspot,Mares 2,,
activo,EB C393 Mares 2-3,10.255.255.193,CiscoSyste:49:10:1A,MikroTik Device,Mares 2,,
activo,HS Mares 2-3 Arriba Sur,10.193.12.254,D4:CA:6D:AB:92:3F,Wifi Hotspot,Mares 2,,
activo,Base Om Mares 2-3,10.193.11.10,68:72:51:04:E3:63,Omni Ubiquiti,Mares 2,,
activo,SW1 Mares 2-3,10.193.20.11,DC:9F:DB:29:5E:B9,Sw Ubiquiti 5,Mares 2,,
activo,Router Check Mares 2 Bloque 1 Abajo,10.191.14.7,ZyXELCommu:E8:F0:DB,Fallo red,Mares 2,,
activo,Router Check Mares 2 Bloque 2 Abajo,10.194.14.7,00:1D:7E:FF:C2:39,Fallo red,Mares 2,,
activo,DSLAN Mares 2-1 SINO24,10.191.14.9,WIRELESSMA:15:24:B4,Inyector DSLAM,Mares 2,,
activo,C22 - CAR MKT,10.255.22.19,4C:5E:0C:6F:74:5F,PTP Ubiquiti 30d,Villaralto,,
activo,Mares 2-1 a SurEste (Libre),10.255.191.6,04:18:D6:F2:1E:1B,NanoBridge M5 este,Mares 2,,
activo,Mares 2-2 a SurEste (Libre),10.255.194.14,04:18:D6:F2:1E:D6,NanoBridge M5 este,Mares 2,,
activo,Router Check Mares 2 Bloque 3 Arriba,10.193.20.8,00:23:69:7B:C2:7D,Fallo red,Mares 2,,
activo,Mares 2-3 a Hawaii 2,10.255.193.6,04:18:D6:F2:1D:5D,PTP Ubiquiti 5AC,Mares 2,,
activo,DSLAN24 Mares 2-3,10.193.14.9,WIRELESSMA:15:24:9B,Inyector DSLAM,Mares 2,,
activo,Router Check Mares 2 Bloque 3 Abajo,10.193.14.7,00:23:CD:D5:C6:E1,Fallo red,Mares 2,,
activo,HS Mares 2-1 Abajo,10.191.14.254,4C:5E:0C:D4:F7:86,Wifi Hotspot,Mares 2,,
activo,HS Mares 2-3 Abajo,10.193.14.254,4C:5E:0C:D6:58:7D,Wifi Hotspot,Mares 2,,
activo,P.Mediterraneo - Mar Azul,10.255.134.5,04:18:D6:A4:27:DD,NanoBridge M5 este,Puerta Medit.,,
activo,Castillo 1 Check Abajo,10.35.12.8,00:27:19:16:5A:DF,Fallo red,Castillos,,
activo,CST1 - CST2,10.255.151.6,04:18:D6:F2:1D:9F,NanoBridge M5 norte,Castillos,,
activo,Check Castillo 3 Arriba,10.153.20.8,00:25:86:B2:B3:E5,Fallo red,Castillos,,SAI  Salicru - Dslam
activo,MKT-C353 Castillo 3,10.255.255.153,,MikroTik Device,Castillos,,
activo,C23 - Torremares AC,10.255.141.38,04:18:D6:F2:1E:6F,PTP Ubiquiti 5AC,Reina,,
activo,MKT C361 TORREMARES,10.255.255.161,4C:5E:0C:3C:FE:40,MikroTik Device,TMares,,
activo,Hita - Gregory peter,10.255.6.68,"04:18:D6:AE:C9:9B, 94:0C:6D:E9:99:B5",NanoBridge M5 este,La Hita,,
activo,Check Hawai 5 Abajo,10.181.12.8,00:21:29:09:11:C5,Fallo red,Hawai,,Se quedó pillado una vez en Noviembre
activo,mkt San Yago Nilo,10.255.255.142,4C:5E:0C:DE:1F:B5,MikroTik Device,SY Nilo,,
activo,Check,10.142.10.9,64:70:02:3C:FB:95,Fallo red,SY Nilo,,
activo,MKT C174 Tintoreto,10.255.255.174,4C:5E:0C:B8:F0:07,MikroTik Device,Vaporeto,,
activo,Vaporeto - Tintoreto,10.255.171.18,04:18:D6:36:7D:5B,NanoStation M5,Vaporeto,,
activo,Tintoreto - Vaporeto,10.255.171.19,DC:9F:DB:6C:8D:87,NanoStation M5,Vaporeto,,
activo,Sw Tintoreto,10.174.20.254,04:18:D6:07:95:45,Sw Ubiquiti 8,Vaporeto,,Jose Antonio Perez. presidente - 639 706 339  ------  Limpiadora Isabel - 652 35 44 03
activo,NH-MTK-2 Mares,10.255.255.145,,MikroTik Device,2 Mares,,
activo,Base 3174 1,10.174.11.10,68:72:51:04:CB:58,Omni Ubiquiti,Vaporeto,,
activo,Check 2Mares abajo,10.34.11.7,F8:1A:67:35:FE:CF,Fallo red,2 Mares,,
activo,Check Pedruchillo abajo,10.38.20.8,94:0C:6D:A4:46:8D,Fallo red,Pedruch,,
activo,Check Snipe,10.255.151.12,F8:1A:67:D2:F7:43,Fallo red,Snipe,,
activo,Check Castillo2  Abajo,10.152.17.8,64:66:B3:45:60:4B,Fallo red,Castillos,,
activo,Dslam Sino-24,10.174.17.9,WIRELESSMA:15:24:C1,Inyector DSLAM,Vaporeto,,
activo,Router Check,10.174.17.8,94:0C:6D:A4:46:31,Fallo red,Vaporeto,,
activo,Castillo3 - Nietos,10.255.77.118,04:18:D6:AE:C9:D1,PTP Ubiquiti 5AC,Castillos,,
activo,Check Higuerica,10.226.10.8,F4:EC:38:EC:E5:F1,Fallo red,Higuerica,,
activo,MKT Jurosa,10.255.255.40,,MikroTik Device,Jurosa,,
desconocido,Manufacturas Ruiz (Baja Definitiva),212.230.57.93,CiscoSyste:49:10:1A,MikroTik Device,Clientes PTP,,"Francisco Tormo 629152489, Numero: 968856620 ADSL Aire Networks"
activo,CLU150SECT3 SW,10.150.24.10,DC:9F:DB:34:EB:FE,Sectorial Ubiquiti,Algar Torre,,
activo,CLU150SECT4 NW,10.150.25.10,00:27:22:C0:16:AD,Sectorial Ubiquiti,Algar Torre,,
activo,CLU150SECT2 SE,10.150.23.10,DC:9F:DB:58:97:CE,Sectorial Ubiquiti,Algar Torre,,
activo,CLU150SECT1 NE,10.150.22.10,68:72:51:08:02:97,Sectorial Ubiquiti,Algar Torre,,
activo,Algar torre - Los Nietos,10.255.150.10,02:27:22:DA:B7:D5,airFiber,Algar Torre,,
activo,C150 - C15,10.255.15.20,04:18:D6:AE:C9:AE,PTP Ubiquiti 5AC,Algar Torre,,
activo,C150 - C32,10.255.150.4,04:18:D6:A4:4A:E0,PTP Ubiquiti 5AC,Algar Torre,,
activo,HOT SPOT ALGAR SUR,10.150.12.11,4C:5E:0C:A1:99:E7,Wifi Hotspot,Algar Torre,,
activo,HOT SPOT ALGAR SW,10.150.12.11,4C:5E:0C:A1:99:E7,Wifi Hotspot,Algar Torre,,
activo,CLU150SECT0 OMNI,10.150.21.10,68:72:51:06:71:07,Omni Ubiquiti,Algar Torre,,
activo,MKT BASE ALGAR TORRE,10.255.255.150,4C:5E:0C:ED:9D:87,MikroTik Device,Algar Torre,,
activo,SW 1 BASE ALGAR,10.255.150.110,04:18:D6:07:94:EB,Sw Ubiquiti 8,Algar Torre,,
activo,SW2 ALGAR TORRE,10.255.150.38,04:18:D6:07:95:70,Sw Ubiquiti 8,Algar Torre,,
activo,Check Algar Torre,10.255.150.35,94:0C:6D:E9:65:B9,Fallo red,Algar Torre,,
activo,Algar torre - Sancty,10.255.2.28,02:27:22:DA:B7:D3,airFiber,Algar Torre,,
activo,MKT Snipe,10.255.151.10,4C:5E:0C:E0:6D:BC,MikroTik Device,Snipe,,
activo,Snipe1-Snipe2,10.151.22.15,DC:9F:DB:20:95:A8,NanoStation M5,Snipe,,
activo,Snipe1-Snipe2,10.151.22.16,00:27:22:E0:D6:78,NanoStation M5,Snipe,,
activo,Router Snipe1 Zona2,10.151.24.10,4C:5E:0C:7E:D0:6C,,HotSpot EM,,
activo,Router Snipe2 Zona1,10.151.22.13,D4:CA:6D:BD:4F:C8,,HotSpot EM,,
activo,Router Snipe2 Zona2,10.151.22.14,D4:CA:6D:BF:2B:DC,,HotSpot EM,,
activo,MKT Rondasol,10.255.255.41,D4:CA:6D:D0:00:2E,MikroTik Device,Calvario..,,"Administrador, MG Fincas, JuanJo 608.268.272."
activo,Base 41.1,10.41.20.10,24:A4:3C:A6:6F:BB,Omni Ubiquiti,Calvario..,,
activo,RondaSol - Canteras,10.255.41.2,04:18:D6:A4:27:F1,PTP Ubiquiti 5AC,Calvario..,,
activo,C101 - 10480 Bell Composite,10.101.14.11,04:18:D6:40:E1:39,NanoBridge M5 norte,Pesetos,,
activo,C101 - NX3,10.101.15.12,04:18:D6:40:E1:90,NanoBridge M5 oeste,Pesetos,,
activo,XACOM UTMS,10.254.254.26,coM.s.a.t.:B0:0D:D2,,CPD,,
activo,Esc5P3,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc1P4,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc3P1,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc1P3,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc4P3,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc1P1,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc2P1,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc4P1,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc3P3,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc2P3,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Esc5P1,185.44.27.176,4C:5E:0C:5D:94:C3,Unifi-AP,Verdemar 2,,
activo,Draytek Verdemar 2,185.44.27.176,4C:5E:0C:5D:94:C3,Vigor Router,Verdemar 2,,Cambio clave Julio 2014    Nueva: verdemar12714
activo,BIBLIOTECA,185.44.27.175,,Unifi-AP,C. Naval Subof.,,
activo,SALON PRINC.,185.44.27.175,,Unifi-AP,C. Naval Subof.,,
activo,ESQ. EDIF. PPAL,185.44.27.175,,UniFi-AP-Outdoor,C. Naval Subof.,,
activo,club Naval Suboficiales,185.44.27.175,DC:9F:DB:4C:6E:99,NanoBridge M5 sur,C. Naval Subof.,,
activo,CISSMU02,10.22.28.15,D4:CA:6D:D1:5A:5C,Unifi-AP,Ayto-Alcazares,,
activo,CISSMU01,10.22.28.15,D4:CA:6D:D1:5A:5C,Unifi-AP,Ayto-Alcazares,,
activo,MTK-Ayto-Alcazares-HS,185.44.27.179,,MikroTik Device,Ayto-Alcazares,,
desconocido,ESC1 PLANT8,185.44.27.174,,Unifi-AP,Cdad. Reina,,
desconocido,ESC1 PLANT5,185.44.27.174,,Unifi-AP,Cdad. Reina,,
desconocido,ESC1 PLANT2,185.44.27.174,,Unifi-AP,Cdad. Reina,,
desconocido,MTK-Cdad. Reina,185.44.27.174,,MikroTik Device,Cdad. Reina,,
activo,Verdemar 2,185.44.27.176,4C:5E:0C:5D:94:C3,Vigor Router,HS-FREE-Unifi,,"Llaves en la Nave, Jose Martinez, 609.468.000   puerta de entrada"
activo,Mkt Rubi,10.255.255.123,4C:5E:0C:9F:CA:5D,MikroTik Device,Nautico,,
activo,C. Naval Subof.,185.44.27.175,DC:9F:DB:4C:6E:99,NanoBridge M5 sur,HS-FREE-Unifi,,
activo,MTK-Ayto-Alc,185.44.27.179,,MikroTik Device,HS-FREE-Unifi,,
activo,Check Rubi abajo,10.123.10.8,00:23:CD:D9:40:8B,Fallo red,Nautico,,
